class,image,signatureSample0,signatureSample1,signatureSample2,signatureSample3,signatureSample4,signatureSample5,signatureSample6,signatureSample7,signatureSample8,signatureSample9,signatureSample10,signatureSample11,signatureSample12,signatureSample13,signatureSample14,signatureSample15,signatureSample16,signatureSample17,signatureSample18,signatureSample19,signatureSample20,signatureSample21,signatureSample22,signatureSample23,signatureSample24,signatureSample25,signatureSample26,signatureSample27,signatureSample28,signatureSample29,signatureSample30,signatureSample31,signatureSample32,signatureSample33,signatureSample34,signatureSample35,signatureSample36,signatureSample37,signatureSample38,signatureSample39,signatureSample40,signatureSample41,signatureSample42,signatureSample43,signatureSample44,signatureSample45,signatureSample46,signatureSample47,signatureSample48,signatureSample49,signatureSample50,signatureSample51,signatureSample52,signatureSample53,signatureSample54,signatureSample55,signatureSample56,signatureSample57,signatureSample58,signatureSample59,signatureSample60,signatureSample61,signatureSample62,signatureSample63,signatureSample64,signatureSample65,signatureSample66,signatureSample67,signatureSample68,signatureSample69,signatureSample70,signatureSample71,signatureSample72,signatureSample73,signatureSample74,signatureSample75,signatureSample76,signatureSample77,signatureSample78,signatureSample79,signatureSample80,signatureSample81,signatureSample82,signatureSample83,signatureSample84,signatureSample85,signatureSample86,signatureSample87,signatureSample88,signatureSample89,signatureSample90,signatureSample91,signatureSample92,signatureSample93,signatureSample94,signatureSample95,signatureSample96,signatureSample97,signatureSample98,signatureSample99
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q4i-2.PNG,23.4711,23.4711,22.4007,21.4022,20.4038,19.4055,18.4075,18.4075,17.4097,16.4121,15.4149,14.418,13.4216,13.4216,12.4258,11.4308,10.3711,9.37132,8.37152,8.37152,7.37179,6.37214,5.37262,4.44563,3.46763,2.50706,2.50706,1.59568,0.898375,1.03342,1.82451,2.75494,2.75494,3.72163,4.63398,5.63335,6.63291,7.63259,7.63259,8.63234,9.63214,10.632,11.6318,12.6317,12.6317,13.6316,14.6316,15.6315,16.6506,16.7296,15.6519,15.6519,14.6533,13.655,12.657,11.6592,10.6619,10.6619,9.66518,8.66919,7.67425,6.68081,5.68967,5.68967,4.70228,3.72163,2.75494,1.82451,1.03342,1.03342,0.898375,1.59568,2.50706,3.46763,4.44563,5.43164,5.43164,6.42198,7.41492,8.40952,9.37132,10.3711,10.3711,11.371,12.3709,13.3708,14.3707,15.3706,15.3706,16.4121,17.4097,18.4075,19.4055,20.4038,20.4038,21.4022,22.4007,23.3994,24.3982,24.467
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q4n-2.PNG,44.4952,43.4109,42.3017,42.2837,41.2809,42.3461,40.5165,38.428,36.4362,34.5578,32.4556,30.3725,28.4803,26.3866,24.3955,22.4058,20.4183,18.3311,16.3375,14.476,12.285,10.3713,8.28785,6.30978,4.32397,2.31049,0.680711,2.36397,3.77227,5.94601,8.15353,10.0679,12.0103,13.8162,16.1324,17.9136,19.7873,21.8784,23.8652,25.854,27.8444,29.765,31.8289,33.9147,35.9039,37.8942,39.8072,41.8031,43.7509,45.725,47.7249,48.7248,50.7246,49.7223,47.7249,45.725,43.7509,41.7523,39.8072,37.8942,35.8168,33.8225,31.8289,29.765,27.7682,25.7719,23.7761,21.7812,19.7873,17.9136,16.1324,13.8162,11.8324,9.85503,8.15353,5.94601,3.77227,2.36397,0.680711,2.31049,4.29593,6.30978,8.28785,10.3713,12.285,14.476,16.4521,18.3311,20.4183,22.534,24.5132,26.4955,28.4803,30.3725,32.4556,34.5578,36.5425,38.5288,40.5165,42.414
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q4ni-1.PNG,77.8399,75.8599,72.75,69.6448,66.545,63.4514,61.4634,58.3745,55.3904,52.408,49.4278,47.3298,44.3465,41.3657,38.2748,35.2912,33.3037,30.1382,27.2302,24.2485,21.2719,19.1702,16.1865,13.2102,10.2477,7.31579,5.40291,2.7744,1.23957,4.0053,6.96766,8.9565,11.9188,14.9186,17.9556,20.9502,23.0198,26.0081,29.0905,32.0744,35.0609,37.152,40.1345,43.1194,46.2074,49.1897,51.1791,54.2691,57.2507,60.3447,63.4454,61.4626,58.3594,55.3833,52.2826,49.3048,47.3212,44.2205,41.2426,38.1459,35.1654,33.0696,30.0848,27.1033,24.0156,21.0296,19.0413,15.9603,12.9702,9.91905,6.91966,4.92047,2.09089,1.36599,4.16654,7.13121,9.1205,12.1111,15.1054,18.1015,21.1619,23.155,26.1467,29.1401,32.2072,35.1966,37.1904,40.3727,43.2526,46.3351,49.3198,51.3105,54.2979,57.3796,60.3649,63.4514,65.4401,68.5315,71.6291,74.7321
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q4ni-2.PNG,26.9976,25.9623,24.9625,23.9627,22.9628,20.9633,19.9635,18.9638,17.9641,15.9648,14.9653,13.9657,12.9663,10.9678,9.96872,8.96988,7.97132,5.97567,4.97916,3.98439,2.9931,1.06081,0.456769,1.13665,2.09172,4.06718,5.06214,6.05876,7.05634,8.05452,10.052,11.051,12.0503,13.0496,15.0485,16.0481,17.0477,18.0474,20.0491,21.0466,22.0484,23.0481,25.0458,26.0456,27.0455,28.0454,30.0451,29.0468,28.047,27.0472,25.0476,24.046,23.0481,22.0484,21.0466,19.0495,18.0499,17.0504,16.0509,14.0522,13.0531,12.054,11.0551,9.05808,8.06012,7.06273,6.06621,4.07826,3.09013,2.11319,1.17569,1.10253,2.03279,3.00814,3.9957,5.98322,6.97966,7.97698,8.97491,9.97325,11.9708,12.9698,13.969,14.9683,16.9671,17.9666,18.9662,19.9658,21.9651,22.9628,23.9627,24.9625,26.9622,27.962,28.9949,29.9936,31.9914,30.9925,29.9936,28.9949
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5-0.PNG,30.5727,30.5727,29.6955,28.3376,27.4619,26.5949,25.2287,24.3644,23.5108,22.1349,21.2859,19.907,18.5335,17.6811,16.3041,15.4582,14.6318,13.2397,12.4267,11.0282,10.235,8.82925,8.06777,7.36358,5.95166,5.34374,3.96933,2.63734,2.46757,1.81353,2.53421,3.10197,4.09335,5.09466,5.09466,6.09006,7.2311,8.2111,9.41394,10.3805,11.617,12.8901,13.2749,13.7218,13.3874,13.9746,14.6067,14.5701,14.6705,14.9049,15.7551,16.1603,15.2672,14.9049,14.0744,13.898,13.8644,13.9746,13.3874,13.7218,13.2749,11.9592,10.6687,9.41394,8.45511,7.2311,6.25744,6.25744,5.09466,4.10149,3.10197,2.53421,1.81353,2.46757,2.63734,3.96933,4.54117,5.95166,6.65499,7.42668,8.82925,9.63443,11.0282,11.8528,13.2397,14.0768,15.4582,16.3041,17.6811,18.5335,19.907,20.7643,22.1349,22.9961,24.3644,25.2287,26.5949,27.4619,28.3376,29.6955
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5-1.PNG,27.5065,26.5075,25.5086,24.4809,23.4809,22.4809,21.481,20.481,19.5173,18.4812,17.4812,16.4813,15.4814,14.4815,13.4816,12.4817,11.4819,10.482,9.48225,8.48252,7.48285,6.48329,5.4839,4.48476,3.48613,2.4886,1.49436,0.927242,0.948566,1.71458,2.64193,3.60829,4.58909,5.57672,6.56809,7.56173,8.55686,9.553,10.5499,11.5473,12.5451,13.5433,14.5417,15.5214,16.5213,17.538,18.537,19.5361,20.5353,21.5346,23.5334,22.534,21.5346,20.5353,19.5361,18.5212,17.5212,16.5213,15.5214,14.5215,13.5216,12.5217,11.5219,10.522,9.52224,8.52251,7.52284,6.52328,5.52387,4.52472,3.52606,2.52846,1.53399,0.559564,0.5226,1.49436,2.4886,3.48613,4.48476,5.4839,6.48329,7.48285,8.48252,9.48225,10.482,11.4819,12.4817,13.4816,14.4815,15.4814,16.4813,17.5216,18.5194,19.5173,20.5155,21.5139,22.5124,23.511,24.5097,25.5086
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5c-1.PNG,6.04152,6.04152,6.04152,6.04152,4.74342,4.74342,4.74342,3.80789,3.80789,3.80789,2.91548,2.91548,2.91548,1.58114,1.58114,1.58114,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,1.58114,1.58114,1.58114,2.54951,2.54951,2.54951,2.54951,3.80789,3.80789,3.80789,4.74342,4.74342,4.74342,3.80789,3.80789,3.80789,2.54951,2.54951,2.54951,1.58114,1.58114,1.58114,0.707107,0.707107,0.707107,0.707107,0.707107,0.707107,1.58114,1.58114,1.58114,1.58114,2.91548,2.91548,2.91548,3.80789,3.80789,3.80789,4.74342,4.74342,4.74342,6.04152,6.04152,6.04152,6.96419,6.96419,6.96419,7.90569,7.90569,7.90569,8.86002,8.86002,8.86002,9.82344,9.82344,9.82344,9.82344,10.7935,10.7935,10.7935,11.7686,11.7686,11.7686,10.7935,10.7935,10.7935,9.82344,9.82344,9.82344,8.86002,8.86002,8.86002,7.90569,7.90569,7.90569,6.96419,6.96419,6.96419
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5c-2.PNG,59.6702,57.6714,55.6726,53.6459,50.6465,48.6469,46.6473,43.6481,41.6486,39.6493,36.6503,34.6365,32.6365,29.6365,27.6365,25.6365,23.6365,20.6365,18.6365,16.6365,13.6365,11.6365,9.63651,6.63651,4.63652,2.63652,0.363522,2.36349,4.47549,6.4408,9.36349,11.3635,13.3635,16.3635,18.3635,20.3635,23.3851,25.3834,27.3819,30.3801,32.3791,34.3782,37.377,39.3763,41.3757,43.3751,46.3744,48.3739,50.3735,53.373,53.3728,51.3635,48.3635,46.3635,44.3635,41.3635,39.3635,37.3635,35.3635,32.3635,30.3635,28.3635,25.3635,23.3635,21.3635,18.3904,16.3937,14.3979,11.407,9.4162,7.4304,4.47549,2.56438,1.05929,1.91524,4.74207,6.71068,8.69364,11.679,13.6728,15.6681,18.6631,20.6605,22.6584,25.6558,27.6544,29.6532,31.6522,34.6365,36.6365,38.6365,41.6365,43.6365,45.6365,48.6365,50.6365,52.6461,53.6365,54.6733,56.672
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5ci-1.PNG,11.9918,11.9918,10.9927,10.9927,9.99368,8.99786,8.99786,7.99979,7.99979,7.00226,6.00556,6.00556,5.01017,5.01017,4.01708,3.02854,3.02854,2.03826,2.03826,1.09068,0.474004,0.474004,1.1224,2.07241,2.07241,3.0545,3.0545,4.04538,5.03986,5.03986,6.03616,6.03616,7.03352,8.03153,8.03153,9.02998,9.02998,10.0287,11.0277,11.0277,12.0269,13.0262,13.0262,14.0255,14.0255,15.025,16.0262,16.0262,17.0257,17.0257,18.0252,18.0238,18.0238,17.0241,17.0241,16.0246,15.025,15.025,14.0255,14.0255,13.0262,12.0269,12.0269,11.0277,10.0287,10.0287,9.02998,9.02998,8.03153,7.03352,7.03352,6.03616,6.03616,5.03986,4.04538,4.04538,3.0545,3.0545,2.07241,1.1224,1.1224,0.474004,1.09068,1.09068,2.03826,2.03826,3.01983,4.01052,4.01052,5.00492,5.00492,6.00118,6.9985,6.9985,7.99649,7.99649,8.99493,9.99368,9.99368,10.9927
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5ci-2.PNG,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind)
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5i-1.PNG,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,1.30053,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.598356,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.955809,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.8958,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906,0.496906
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5i-2.PNG,40.8304,39.8304,37.8304,35.8304,34.8304,32.8418,30.8426,29.843,27.8439,25.845,23.8305,22.8305,20.8306,18.8306,17.8306,15.8307,13.8308,12.8308,10.8309,8.83108,6.83134,5.83154,3.83225,2.14871,0.83966,1.62353,3.3638,4.31911,6.27168,8.24702,10.2319,11.2264,13.2178,15.2115,16.209,18.2047,20.2012,21.1997,23.1971,25.195,27.1931,28.1923,30.1701,32.1701,33.1701,35.17,37.17,38.1798,40.17,39.2146,39.3609,38.4798,38.2779,38.1798,37.17,35.1807,33.1813,32.1817,30.1825,28.1701,26.1701,25.195,23.1702,21.1702,20.1702,18.1703,16.209,15.2115,13.2178,11.1705,9.17068,8.24702,6.27168,4.31911,3.17231,1.17656,0.83966,1.8345,3.83225,5.89536,7.87884,8.87335,10.8654,12.8599,13.8578,15.8543,17.8516,18.8505,20.8485,22.8469,24.8456,25.845,27.8439,29.843,30.8426,32.8418,34.8412,35.8408,37.8403,39.8398
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5n-0.PNG,51.4931,49.4679,47.468,45.468,43.4681,41.5333,39.4898,37.491,34.5468,32.5517,30.5573,28.5636,26.5709,24.5794,22.5894,19.6081,17.6242,15.6443,13.6704,11.546,9.5626,7.82808,4.48045,2.49153,0.584001,1.66498,3.59242,5.57125,7.71168,10.6616,12.8102,14.7728,16.7442,18.6065,20.7035,22.6885,25.6704,27.6605,29.7579,31.7437,33.7313,35.7202,37.7103,40.6972,42.6157,44.612,46.6762,48.6703,50.6649,52.6599,55.5965,53.6575,51.6014,49.6041,47.6071,45.6103,43.686,41.6177,38.6243,36.6292,34.6348,32.641,30.648,28.656,26.6652,23.591,21.5964,19.7121,17.6107,15.6206,13.6334,11.6506,8.55797,6.56548,4.54691,2.55755,0.839941,1.99414,3.72066,6.60631,8.78705,10.7275,12.6864,14.8497,16.8042,18.7683,21.7267,23.7047,25.6862,27.6703,29.6566,31.6446,33.634,36.5424,38.5385,40.5349,42.4882,44.4872,46.4863,48.4679
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5n-1.PNG,37.4738,34.6798,32.474,30.2727,28.0768,25.8878,23.7076,20.8914,18.7169,16.5589,13.7331,11.5961,8.76775,6.68918,3.89205,1.24539,1.85008,4.22205,6.94468,8.9421,11.128,13.9369,16.7523,18.8248,21.6512,23.1542,23.588,21.6947,21.6857,21.9061,22.3492,22.0096,22.848,24.8658,27.1672,27.1672,24.9355,23.8363,23.9005,23.1436,21.6182,22.2353,23.0102,23.0621,23.3293,23.8043,25.1736,26.6227,26.9164,28.5579,30.2426,31.4803,33.2576,34.6477,36.4901,37.9989,39.8871,41.2153,43.4101,44.8571,46.8104,46.8104,44.8571,43.4101,41.2153,39.8871,37.9989,35.1898,33.7332,31.9197,31.099,28.8689,28.3142,26.7326,25.889,24.4781,21.6512,20.2379,17.4118,14.5865,11.7628,8.9421,6.12848,3.33997,0.867442,1.69725,4.52523,7.35356,9.49753,12.3207,14.4889,16.675,19.4847,22.2991,24.4822,26.6741,28.8727,31.0767,33.285,35.4968
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5ni-1.PNG,26.5867,25.445,24.4549,23.4656,21.49,20.504,19.3652,18.374,16.3949,15.4073,14.4214,13.4377,11.4785,10.5048,9.5364,7.35754,6.38173,5.41475,4.46235,2.66435,1.92141,0.537807,0.939316,2.84051,3.82904,4.82231,6.81507,7.81269,8.81086,9.8094,11.8918,12.8844,14.0216,15.0066,16.9819,17.9716,19.12,20.1039,22.0761,23.2369,24.2187,26.1865,27.1721,28.1588,29.3175,31.2842,32.2691,33.2549,34.2415,33.4349,32.4546,31.2842,29.3175,28.3359,27.3556,26.1865,24.2187,23.2369,22.2567,21.0894,19.12,18.1379,17.1578,15.0066,14.0216,13.0389,11.8918,9.91104,8.92388,7.93993,6.81507,4.82275,3.82961,2.84127,1.8654,0.537807,1.30237,2.259,4.23284,5.22722,6.2234,7.22064,9.32455,10.3128,11.3031,12.295,14.2822,15.2771,16.2725,18.374,19.3652,20.3573,21.3501,23.4656,24.4549,25.445,26.4359,28.5599,29.5478,28.5599
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q5ni-2.PNG,50.1102,48.0434,46.0476,44.0521,42.0571,39.9992,38.0019,36.005,34.0084,32.0122,30.0165,28.0215,26.0272,24.0338,22.0417,19.9743,17.9773,15.981,13.9858,11.9923,10.0013,7.94734,5.94737,3.94743,1.94762,0.0652338,2.05312,4.05294,6.12867,8.10997,10.0986,12.0911,14.0856,16.0815,19.1535,21.0747,23.1361,25.1294,27.2144,29.2033,31.1937,33.1852,35.1776,37.1709,39.1649,41.2435,43.2346,45.2266,47.3136,49.3031,51.2933,50.2093,48.2158,46.1479,44.1522,42.1569,40.1621,38.1678,36.1061,34.1092,32.1127,30.1167,28.1213,26.1265,24.2344,22.1398,20.0758,17.0798,15.0834,13.0528,11.0528,9.05284,7.11801,5.0529,3.053,1.05346,0.948019,2.94749,5.05504,7.02441,9.00729,10.9964,13.1067,15.0856,17.0694,19.0566,21.0462,23.1475,25.1316,27.118,29.1063,31.096,33.087,35.0791,37.072,39.0656,41.0598,43.0546,45.1283,47.1206
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q6-1.PNG,15.4743,15.4743,15.4743,14.4898,14.4898,13.5075,13.5075,12.5281,12.5281,11.5522,11.5522,10.378,10.378,10.378,9.39165,9.39165,8.40852,8.40852,7.42988,7.42988,6.28117,6.28117,5.28707,5.28707,4.29571,4.29571,4.29571,3.30955,3.30955,2.33519,2.33519,1.30504,1.30504,0.450694,0.450694,0.838525,0.838525,1.78973,1.78973,1.78973,3.07459,3.07459,3.99414,3.99414,4.94501,4.94501,5.91212,5.91212,6.88862,6.88862,7.87103,7.87103,7.87103,6.88862,6.88862,5.76222,5.76222,4.76478,4.76478,3.7687,3.7687,2.77545,2.77545,2.77545,1.78973,1.78973,0.838525,0.838525,0.450694,0.450694,1.39754,1.39754,2.33519,2.33519,3.30955,3.30955,3.30955,4.55007,4.55007,5.49574,5.49574,6.4578,6.4578,7.42988,7.42988,8.40852,8.40852,9.39165,9.39165,9.39165,10.378,10.378,11.5522,11.5522,12.5281,12.5281,13.5075,13.5075,14.4898,14.4898
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q6-2.PNG,9.72028,8.50803,7.53127,6.5615,5.60238,4.66047,3.74877,2.89596,2.17254,1.74736,0.97778,1.81367,2.76093,4.67534,5.67381,6.67274,7.77356,8.76137,9.93299,10.9086,11.8883,12.8711,13.8563,14.8436,15.8324,17.9694,18.9535,19.9391,20.9261,21.9142,22.9034,23.8935,24.8844,25.876,26.8682,27.861,28.8542,29.848,31.749,32.7465,33.7441,34.7419,33.7441,32.7465,31.749,30.8421,29.848,28.8542,27.861,26.8682,24.8844,23.8935,22.9034,21.9142,20.9261,19.9391,18.9535,17.9694,16.9873,16.0073,15.03,13.8563,12.8711,10.9086,9.93299,8.96276,7.99986,6.78933,5.81047,4.84028,3.6777,2.68182,1.69081,0.97778,0.78913,2.44051,3.40921,4.39197,5.38109,6.5615,7.53127,8.50803,9.48964,10.4747,11.4624,12.3541,13.3525,14.3512,16.349,17.3481,18.3473,19.3466,18.3473,17.418,16.4232,15.429,14.4356,13.4432,12.452,11.4624
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q6c-1_.PNG,6.71997,6.71997,5.56583,4.57182,3.58115,3.58115,2.59763,1.63425,0.770619,0.770619,0.718981,1.56205,2.52252,2.52252,3.4905,4.48405,5.47994,5.47994,6.4771,7.47502,8.47343,8.47343,9.47217,10.4712,11.4703,12.5455,12.5455,13.5393,14.5339,15.5293,15.5293,16.5252,17.5215,18.5183,18.5183,19.5154,20.5128,21.5104,21.5104,22.5082,21.5104,20.5128,20.5128,19.5154,18.5183,17.5215,17.5215,16.5252,15.5293,14.5339,13.5393,13.5393,12.5455,11.5527,10.5614,10.5614,9.57181,8.58466,7.60088,7.60088,6.62195,5.47994,4.48405,4.48405,3.4905,2.5021,1.56205,1.56205,0.718981,0.770619,1.60256,1.60256,2.59763,3.58115,4.57182,5.56583,5.56583,6.56166,7.55859,8.67824,8.67824,9.66378,10.652,11.6423,11.6423,12.5506,13.5497,14.5489,14.5489,15.6157,14.621,13.627,13.627,12.6341,11.6423,10.652,10.652,9.66378,8.67824,7.69642
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q6ci-1.PNG,34.9502,35.8446,37.8377,39.8315,40.8286,38.8345,36.8411,34.8483,33.8523,31.861,29.8708,27.882,26.8882,24.9022,22.8069,20.8158,19.821,17.7456,15.7496,13.7547,12.7579,10.766,8.77775,6.7145,5.71454,3.71467,1.95819,1.18572,2.33273,3.81896,5.6327,6.58018,8.51126,10.4683,12.6341,13.6085,15.5671,17.7305,19.9099,20.8801,22.8281,24.6043,26.5803,27.5696,29.4336,31.4242,33.3426,34.3409,36.3379,38.3352,40.2968,41.2966,43.2985,45.2857,46.2857,44.2857,42.2857,40.2857,39.2971,37.2977,35.2984,33.3426,32.3443,30.4287,28.4388,26.4503,25.4568,23.6178,21.6485,19.9099,18.7067,16.7571,14.5864,12.4389,11.4523,9.33382,7.34693,6.58018,4.38897,2.47391,0.988613,0.716293,2.91159,4.83058,6.79644,7.7859,9.92897,11.8929,13.8672,14.8569,16.84,18.8266,20.9381,21.9279,23.9101,26.0318,28.0092,28.999,30.9806,32.9645
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q6ci-2.PNG,38.3462,37.274,35.2781,33.2275,32.2284,30.2302,28.2323,27.2335,25.2361,23.203,22.2031,20.2449,18.2497,17.2526,15.2043,13.2049,12.2052,10.2062,8.20753,7.2085,5.21156,3.26813,2.29774,0.69098,1.91711,2.87649,4.8448,6.83154,7.82744,9.82175,11.818,12.8165,14.8142,16.8125,17.8117,19.8105,21.8095,22.809,24.8018,26.8016,27.8015,29.8014,31.8276,32.8268,34.8252,36.801,37.8232,39.8681,40.8214,39.822,37.8232,35.8011,34.8011,32.8012,30.8013,29.8014,27.8073,25.8079,24.8083,22.809,20.81,19.8105,17.8768,15.8866,14.8924,12.9068,10.9265,9.93927,7.97442,6.0327,5.07883,3.25526,1.8436,1.6733,2.75719,4.25227,5.24241,7.23084,9.22427,10.2219,12.2184,14.2159,15.2149,17.2039,19.2035,20.2034,22.2031,24.2029,25.2028,27.2026,29.2025,30.2302,32.2284,34.2267,35.226,37.274,39.2702,40.3389,42.3324,40.3389
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q6i-0.PNG,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.955816,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,0.598353,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,1.30052,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.496902,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806,0.895806
square,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\square\q6i-1.PNG,22.0001,22.0001,20.7896,19.816,18.8451,17.8775,16.9137,15.9543,15.0002,14.0525,13.1125,11.838,10.8906,9.9535,9.02989,7.72909,6.79747,5.51412,4.56861,3.65224,2.35348,1.41618,0.687182,0.968962,1.77169,2.75782,2.75782,3.97562,4.92669,5.89397,7.13715,8.08737,9.35978,10.2991,11.249,12.2068,13.1709,14.14,15.3668,16.3281,17.2937,18.263,19.2355,20.0185,21.0049,21.9925,22.9813,21.9925,21.0049,20.2107,19.2355,19.2355,18.263,17.2937,16.3281,15.3668,14.4108,13.4613,12.5195,11.249,10.2991,9.35978,8.43439,7.13715,6.2026,4.92669,3.97562,3.05596,1.77169,0.819893,0.687182,1.41618,2.35348,3.32749,4.31342,5.51412,5.51412,6.47602,7.72909,8.67596,9.63356,10.8906,11.838,13.1125,14.0525,15.0002,15.9543,16.9137,17.8775,18.8451,19.816,20.7896,21.7655,22.7436,23.9389,24.912,25.887,24.912,23.9389,22.9682
